"sampleID","peak_or_trough","CI_start_ID","CI_end_ID","CI_width"
"1770",1,538,731,0.194
"1774",1,484,683,0.2
"1778",0,0,0,0
"1782",1,524,798,0.275
"1786",1,548,733,0.186
"1790",0,0,0,0
"1794",1,479,738,0.26
"1798",1,500,677,0.178
"1802",1,543,643,0.101
"1806",1,29,52,0.024
"1806",-1,143,278,0.136
"1806",1,506,692,0.187
"1810",1,520,801,0.282
"1814",1,546,747,0.202
"1818",1,496,748,0.253
"1822",1,569,731,0.163
"1826",-1,72,267,0.196
"1826",1,500,680,0.181
"1830",1,504,731,0.228
"1834",-1,203,331,0.129
"1834",1,547,699,0.153
"1838",1,501,710,0.21
"1842",1,486,721,0.236
"1846",-1,35,124,0.09
"1846",1,433,639,0.207
"1850",1,530,787,0.258
"1854",1,518,691,0.174
"1858",-1,64,293,0.23
"1862",1,473,736,0.264
"1866",1,421,695,0.275
"1870",1,562,699,0.138
"1870",-1,941,983,0.043
"1874",1,497,708,0.212
"1878",1,551,762,0.212
"1882",1,543,733,0.191
"1886",1,515,679,0.165
"1890",1,472,672,0.201
"1894",1,486,818,0.333
"1898",1,513,667,0.155
"1902",1,493,741,0.249
"1906",0,0,0,0
"1910",1,534,707,0.174
"1914",1,489,659,0.171
"1918",1,558,774,0.217
"1922",0,0,0,0
"1926",1,530,796,0.267
"1930",1,596,735,0.14
"1934",0,0,0,0
"1938",1,542,691,0.15
"1942",-1,67,170,0.104
"1942",1,382,634,0.253
"1946",0,0,0,0
"1950",1,522,693,0.172
"1954",1,527,747,0.221
"1958",1,481,742,0.262
"1962",1,475,692,0.218
"1966",1,190,229,0.04
"1966",-1,336,399,0.064
"1966",1,568,681,0.114
"1970",0,0,0,0
"1974",0,0,0,0
"1978",1,521,757,0.237
"1982",1,487,748,0.262
"1986",1,592,750,0.159
"1990",1,485,754,0.27
"1994",1,507,699,0.193
"1998",0,0,0,0
"3",1,541,865,0.325
"7",0,0,0,0
"11",1,522,749,0.228
"15",0,0,0,0
"19",0,0,0,0
"23",0,0,0,0
"27",0,0,0,0
"31",0,0,0,0
"35",1,501,740,0.24
"39",0,0,0,0
"43",0,0,0,0
"47",1,529,640,0.112
"51",1,565,732,0.168
"55",0,0,0,0
"59",0,0,0,0
"63",1,505,768,0.264
"67",0,0,0,0
"71",0,0,0,0
"75",0,0,0,0
"79",1,583,768,0.186
"83",1,436,728,0.293
"87",1,551,725,0.175
"91",1,505,704,0.2
"95",1,451,638,0.188
"95",-1,883,969,0.087
"99",1,538,751,0.214
"103",1,494,752,0.259
"107",0,0,0,0
"111",1,504,718,0.215
"115",1,512,798,0.287
"119",1,432,831,0.4
"119",-1,934,975,0.042
"123",1,452,743,0.292
"127",0,0,0,0
"131",0,0,0,0
"135",1,367,723,0.357
"139",1,493,799,0.307
"143",1,456,664,0.209
"147",1,507,694,0.188
"151",1,546,803,0.258
"155",1,540,651,0.112
"159",0,0,0,0
"163",1,494,766,0.273
"167",1,562,686,0.125
"171",1,538,766,0.229
"175",1,520,806,0.287
"179",0,0,0,0
"183",0,0,0,0
"187",1,481,696,0.216
"191",0,0,0,0
"195",1,478,709,0.232
"199",1,428,762,0.335
"203",1,414,740,0.327
"207",1,434,800,0.367
"211",1,542,802,0.261
"215",0,0,0,0
"219",0,0,0,0
"223",1,493,699,0.207
"227",1,446,678,0.233
"231",1,572,677,0.106
"235",1,358,726,0.369
"239",1,436,762,0.327
"243",0,0,0,0
"247",1,507,686,0.18
"251",1,475,961,0.487
"255",1,477,796,0.32
"259",1,484,703,0.22
"263",0,0,0,0
"267",0,0,0,0
"271",1,424,743,0.32
"275",1,520,683,0.164
"275",-1,896,968,0.073
"279",0,0,0,0
"283",1,547,689,0.143
"287",-1,834,922,0.089
"291",0,0,0,0
"295",1,451,746,0.296
"299",0,0,0,0
"303",1,505,694,0.19
"303",-1,815,900,0.086
"307",1,430,738,0.309
"311",1,901,968,0.068
"315",1,477,812,0.336
"319",0,0,0,0
"323",0,0,0,0
"327",0,0,0,0
"331",1,530,622,0.093
"335",0,0,0,0
"339",0,0,0,0
"343",1,480,857,0.378
"343",-1,944,980,0.037
"347",0,0,0,0
"351",0,0,0,0
"355",1,473,809,0.337
"359",1,375,676,0.302
"363",0,0,0,0
"367",1,560,734,0.175
"371",1,502,795,0.294
"375",0,0,0,0
"379",1,480,644,0.165
"383",1,495,668,0.174
"387",1,594,772,0.179
"391",0,0,0,0
"395",0,0,0,0
"399",1,329,822,0.494
"403",1,424,738,0.315
"407",0,0,0,0
"411",1,529,655,0.127
"415",1,424,757,0.334
"419",1,478,814,0.337
"423",-1,94,309,0.216
"427",0,0,0,0
"431",1,469,790,0.322
"435",1,435,790,0.356
"439",-1,69,413,0.345
"439",1,554,706,0.153
"443",1,480,818,0.339
"447",0,0,0,0
"451",0,0,0,0
"455",0,0,0,0
"459",0,0,0,0
"463",0,0,0,0
"467",0,0,0,0
"471",1,524,805,0.282
"475",1,488,754,0.267
"479",0,0,0,0
"483",1,483,871,0.389
"487",1,556,766,0.211
"491",1,369,795,0.427
"495",1,541,796,0.256
"499",0,0,0,0
"503",0,0,0,0
"507",1,427,707,0.281
"511",1,329,685,0.357
"515",0,0,0,0
"519",0,0,0,0
"523",0,0,0,0
"527",0,0,0,0
"531",1,427,672,0.246
"535",1,542,753,0.212
"539",1,542,751,0.21
"543",1,418,723,0.306
"547",1,494,735,0.242
"551",0,0,0,0
"555",0,0,0,0
"559",1,507,784,0.278
"563",1,426,673,0.248
"567",1,478,763,0.286
"571",0,0,0,0
"575",1,516,726,0.211
"579",1,540,766,0.227
"583",0,0,0,0
"587",1,539,844,0.306
"591",1,570,759,0.19
"591",-1,932,976,0.045
"595",0,0,0,0
"599",1,373,821,0.449
"603",1,465,720,0.256
"607",1,415,700,0.286
"611",0,0,0,0
"615",0,0,0,0
"619",1,409,741,0.333
"623",1,496,728,0.233
"627",1,468,716,0.249
"631",1,533,845,0.313
"635",1,561,760,0.2
"639",1,559,753,0.195
"643",1,316,756,0.441
"647",-1,131,277,0.147
"647",1,455,733,0.279
"651",1,562,754,0.193
"655",0,0,0,0
"659",1,436,796,0.361
"663",0,0,0,0
"667",0,0,0,0
"671",0,0,0,0
"675",0,0,0,0
"679",1,564,742,0.179
"683",1,529,584,0.056
"687",0,0,0,0
"691",1,453,758,0.306
"695",0,0,0,0
"699",0,0,0,0
"703",0,0,0,0
"707",0,0,0,0
"711",0,0,0,0
"715",1,431,715,0.285
"719",0,0,0,0
"723",0,0,0,0
"727",0,0,0,0
"731",1,425,634,0.21
"735",1,308,773,0.466
"739",1,522,717,0.196
"743",1,354,653,0.3
"747",1,465,747,0.283
"747",-1,889,967,0.079
"751",1,514,735,0.222
"755",1,397,683,0.287
"759",0,0,0,0
"763",1,473,782,0.31
"767",1,485,822,0.338
"771",1,639,850,0.212
"775",1,473,713,0.241
"779",1,480,704,0.225
"783",1,351,747,0.397
"787",1,399,876,0.478
"791",1,439,653,0.215
"795",1,602,680,0.079
"799",0,0,0,0
"803",1,423,796,0.374
"807",0,0,0,0
"811",0,0,0,0
"815",0,0,0,0
"819",0,0,0,0
"823",0,0,0,0
"827",1,420,816,0.397
"831",-1,137,277,0.141
"831",1,555,745,0.191
"835",1,365,696,0.332
"839",1,475,732,0.258
"843",0,0,0,0
"847",-1,55,113,0.059
"847",1,205,257,0.053
"847",-1,332,369,0.038
"847",1,531,664,0.134
"851",0,0,0,0
"855",0,0,0,0
"859",0,0,0,0
"863",0,0,0,0
"867",-1,118,391,0.274
"871",0,0,0,0
"875",1,488,743,0.256
"879",1,551,744,0.194
"883",1,29,67,0.039
"883",-1,111,212,0.102
"883",1,373,692,0.32
"887",1,459,864,0.406
"891",1,487,829,0.343
"895",1,496,815,0.32
"899",1,568,703,0.136
"903",0,0,0,0
"907",0,0,0,0
"911",1,485,761,0.277
"915",1,592,796,0.205
"919",1,541,956,0.416
"923",1,465,694,0.23
"927",0,0,0,0
"931",0,0,0,0
"935",1,452,704,0.253
"939",0,0,0,0
"943",0,0,0,0
"947",1,524,736,0.213
"951",1,435,740,0.306
"955",1,487,760,0.274
"959",-1,192,311,0.12
"959",1,495,685,0.191
"963",0,0,0,0
"967",1,550,769,0.22
"971",1,419,741,0.323
"975",1,542,964,0.423
"979",1,466,712,0.247
"983",1,478,788,0.311
"987",1,480,675,0.196
"991",0,0,0,0
"995",1,531,791,0.261
"999",1,492,665,0.174
"1003",0,0,0,0
"1007",0,0,0,0
"1011",0,0,0,0
"1015",1,522,701,0.18
"1019",0,0,0,0
"1023",1,602,753,0.152
"1023",-1,903,970,0.068
"1027",1,493,694,0.202
"1031",1,431,720,0.29
"1035",0,0,0,0
"1039",1,398,740,0.343
"1043",1,437,754,0.318
"1047",0,0,0,0
"1051",1,437,740,0.304
"1055",1,380,707,0.328
"1059",-1,189,285,0.097
"1063",1,528,688,0.161
"1067",0,0,0,0
"1071",1,551,705,0.155
"1075",1,482,693,0.212
"1079",0,0,0,0
"1083",0,0,0,0
"1087",1,503,666,0.164
"1091",1,506,804,0.299
"1095",1,481,751,0.271
"1099",1,467,683,0.217
"1103",1,405,797,0.393
"1107",0,0,0,0
"1111",1,525,701,0.177
"1115",1,391,787,0.397
"1119",1,539,737,0.199
"1123",1,494,782,0.289
"1127",1,423,776,0.354
"1131",1,503,855,0.353
"1135",1,541,773,0.233
"1139",0,0,0,0
"1143",1,541,750,0.21
"1147",0,0,0,0
"1151",0,0,0,0
"1155",-1,217,287,0.071
"1155",1,481,648,0.168
"1159",1,467,749,0.283
"1163",1,510,843,0.334
"1167",0,0,0,0
"1171",0,0,0,0
"1175",0,0,0,0
"1179",0,0,0,0
"1183",0,0,0,0
"1187",0,0,0,0
"1191",0,0,0,0
"1195",1,419,681,0.263
"1199",1,552,791,0.24
"1203",1,444,665,0.222
"1207",0,0,0,0
"1211",1,542,960,0.419
"1215",1,558,794,0.237
"1219",0,0,0,0
"1223",1,487,750,0.264
"1227",0,0,0,0
"1231",0,0,0,0
"1235",1,550,710,0.161
"1239",1,394,765,0.372
"1243",1,437,684,0.248
"1247",0,0,0,0
"1251",1,503,636,0.134
"1255",0,0,0,0
"1259",0,0,0,0
"1263",1,540,755,0.216
"1267",1,418,726,0.309
"1271",0,0,0,0
"1275",0,0,0,0
"1279",1,592,795,0.204
"1283",1,531,816,0.286
"1287",1,295,805,0.511
"1291",0,0,0,0
"1295",1,500,714,0.215
"1299",1,541,770,0.23
"1303",0,0,0,0
"1307",0,0,0,0
"1311",1,426,830,0.405
"1315",1,551,842,0.292
"1319",1,477,776,0.3
"1323",1,435,965,0.531
"1327",1,540,780,0.241
"1331",0,0,0,0
"1335",0,0,0,0
"1339",0,0,0,0
"1343",1,415,717,0.303
"1347",0,0,0,0
"1351",0,0,0,0
"1355",1,481,756,0.276
"1359",0,0,0,0
"1363",1,498,763,0.266
"1367",1,489,847,0.359
"1371",0,0,0,0
"1375",1,393,692,0.3
"1379",0,0,0,0
"1383",0,0,0,0
"1387",1,488,791,0.304
"1391",-1,39,200,0.162
"1391",1,427,692,0.266
"1395",1,546,812,0.267
"1399",-1,134,298,0.165
"1399",1,490,790,0.301
"1403",1,523,772,0.25
"1407",0,0,0,0
"1411",1,505,793,0.289
"1415",1,371,680,0.31
"1419",1,489,809,0.321
"1423",1,427,797,0.371
"1427",1,508,698,0.191
"1431",0,0,0,0
"1435",-1,902,966,0.065
"1439",0,0,0,0
"1443",1,433,638,0.206
"1447",1,538,680,0.143
"1451",0,0,0,0
"1455",0,0,0,0
"1459",1,560,735,0.176
"1463",1,441,638,0.198
"1467",0,0,0,0
"1471",1,501,676,0.176
"1475",1,531,813,0.283
"1479",1,506,697,0.192
"1483",1,401,733,0.333
"1487",0,0,0,0
"1491",0,0,0,0
"1495",1,527,712,0.186
"1499",1,431,687,0.257
"1503",0,0,0,0
"1507",1,577,684,0.108
"1511",-1,131,196,0.066
"1511",1,418,686,0.269
"1515",1,506,824,0.319
"1519",0,0,0,0
"1523",0,0,0,0
"1527",0,0,0,0
"1531",1,573,708,0.136
"1535",0,0,0,0
"1539",0,0,0,0
"1543",1,476,732,0.257
"1547",0,0,0,0
"1551",1,460,709,0.25
"1555",1,328,754,0.427
"1559",0,0,0,0
"1563",0,0,0,0
"1567",-1,61,155,0.095
"1567",1,561,693,0.133
"1571",1,492,808,0.317
"1575",0,0,0,0
"1579",1,428,734,0.307
"1583",0,0,0,0
"1587",0,0,0,0
"1591",0,0,0,0
"1595",1,454,708,0.255
"1599",1,464,711,0.248
"1603",1,526,750,0.225
"1607",1,561,749,0.189
"1611",1,533,746,0.214
"1611",-1,946,974,0.029
"1615",1,513,961,0.449
"1619",-1,109,281,0.173
"1619",1,546,737,0.192
"1623",-1,70,172,0.103
"1623",1,319,625,0.307
"1627",0,0,0,0
"1631",0,0,0,0
"1635",1,498,960,0.463
"1639",0,0,0,0
"1643",0,0,0,0
"1647",1,438,695,0.258
"1651",1,532,671,0.14
"1655",1,540,747,0.208
"1659",0,0,0,0
"1663",1,488,810,0.323
"1667",0,0,0,0
"1671",1,469,740,0.272
"1675",1,517,738,0.222
"1675",-1,889,975,0.087
"1679",0,0,0,0
"1683",0,0,0,0
"1687",0,0,0,0
"1691",0,0,0,0
"1695",1,544,805,0.262
"1699",1,296,695,0.4
"1703",1,414,708,0.295
"1707",1,505,689,0.185
"1711",1,464,765,0.302
"1715",-1,127,245,0.119
"1715",1,369,753,0.385
"1719",1,516,735,0.22
"1719",-1,886,971,0.086
"1723",1,492,803,0.312
"1727",0,0,0,0
"1731",0,0,0,0
"1735",1,504,809,0.306
"1739",1,542,758,0.217
"1743",1,570,791,0.222
"1747",-1,32,409,0.378
"1747",1,421,731,0.311
"1751",0,0,0,0
"1755",1,555,750,0.196
"1759",1,588,729,0.142
"1759",-1,925,973,0.049
"1763",1,250,803,0.554
"1767",1,537,957,0.421
"1771",0,0,0,0
"1775",0,0,0,0
"1779",0,0,0,0
"1783",0,0,0,0
"1787",1,365,746,0.382
"1791",1,524,747,0.224
"1795",1,422,762,0.341
"1799",1,536,697,0.162
"1803",0,0,0,0
"1807",1,574,744,0.171
"1811",1,507,765,0.259
"1815",1,464,801,0.338
"1819",0,0,0,0
"1823",-1,64,233,0.17
"1823",1,433,798,0.366
"1827",0,0,0,0
"1831",1,402,814,0.413
"1835",1,528,654,0.127
"1839",1,536,685,0.15
"1843",1,479,765,0.287
"1847",1,474,614,0.141
"1851",0,0,0,0
"1855",0,0,0,0
"1859",0,0,0,0
"1863",0,0,0,0
"1867",1,512,652,0.141
"1871",0,0,0,0
"1875",0,0,0,0
"1879",0,0,0,0
"1883",1,562,817,0.256
"1887",0,0,0,0
"1891",1,489,676,0.188
"1895",1,579,957,0.379
"1899",1,545,793,0.249
"1903",0,0,0,0
"1907",1,493,769,0.277
"1911",0,0,0,0
"1915",1,475,961,0.487
"1919",-1,115,234,0.12
"1919",1,416,680,0.265
"1923",0,0,0,0
"1927",1,536,788,0.253
"1931",0,0,0,0
"1935",1,523,709,0.187
"1939",0,0,0,0
"1943",1,546,725,0.18
"1947",0,0,0,0
"1951",1,452,667,0.216
"1955",0,0,0,0
"1959",1,463,814,0.352
"1963",1,493,694,0.202
"1967",1,115,234,0.12
"1967",-1,301,445,0.145
"1967",1,589,737,0.149
"1971",1,566,709,0.144
"1975",0,0,0,0
"1979",1,599,713,0.115
"1983",1,482,735,0.254
"1987",1,561,694,0.134
"1991",0,0,0,0
"1995",1,517,693,0.177
"1999",1,368,816,0.449
"4",0,0,0,0
"8",1,372,815,0.444
"12",1,532,734,0.203
"16",0,0,0,0
"20",1,26,61,0.036
"20",-1,133,224,0.092
"20",1,429,834,0.406
"24",0,0,0,0
"28",0,0,0,0
"32",1,506,636,0.131
"36",0,0,0,0
"40",0,0,0,0
"44",0,0,0,0
"48",1,321,761,0.441
"52",0,0,0,0
"56",0,0,0,0
"60",1,419,819,0.401
"64",1,340,815,0.476
"68",0,0,0,0
"72",0,0,0,0
"76",1,417,702,0.286
"80",0,0,0,0
"84",0,0,0,0
"88",1,502,869,0.368
"92",0,0,0,0
"96",0,0,0,0
"100",0,0,0,0
"104",1,463,743,0.281
"108",0,0,0,0
"112",0,0,0,0
"116",1,457,684,0.228
"120",0,0,0,0
"124",1,427,803,0.377
"128",1,539,789,0.251
"132",0,0,0,0
"136",0,0,0,0
"140",0,0,0,0
"144",1,373,756,0.384
"148",0,0,0,0
"152",0,0,0,0
"156",0,0,0,0
"160",0,0,0,0
"164",1,520,701,0.182
"168",0,0,0,0
"172",0,0,0,0
"176",1,600,814,0.215
"180",0,0,0,0
"184",0,0,0,0
"188",0,0,0,0
"192",0,0,0,0
"196",0,0,0,0
"200",0,0,0,0
"204",0,0,0,0
"208",0,0,0,0
"212",0,0,0,0
"216",0,0,0,0
"220",0,0,0,0
"224",0,0,0,0
"228",1,474,747,0.274
"232",0,0,0,0
"236",0,0,0,0
"240",0,0,0,0
"244",0,0,0,0
"248",0,0,0,0
"252",1,510,726,0.217
"256",0,0,0,0
"260",1,488,750,0.263
"264",0,0,0,0
"268",0,0,0,0
"272",1,569,801,0.233
"276",0,0,0,0
"280",0,0,0,0
"284",1,490,680,0.191
"288",0,0,0,0
"292",0,0,0,0
"296",1,418,797,0.38
"300",0,0,0,0
"304",0,0,0,0
"308",1,477,702,0.226
"312",0,0,0,0
"316",0,0,0,0
"320",1,553,758,0.206
"324",0,0,0,0
"328",0,0,0,0
"332",0,0,0,0
"336",1,446,702,0.257
"340",0,0,0,0
"344",1,515,855,0.341
"348",0,0,0,0
"352",0,0,0,0
"356",1,419,920,0.502
"360",0,0,0,0
"364",0,0,0,0
"368",1,503,810,0.308
"372",0,0,0,0
"376",0,0,0,0
"380",1,478,963,0.486
"384",0,0,0,0
"388",1,594,768,0.175
"392",1,42,619,0.578
"396",1,433,729,0.297
"400",0,0,0,0
"404",0,0,0,0
"408",1,508,963,0.456
"412",0,0,0,0
"416",-1,22,60,0.039
"416",1,121,214,0.094
"416",-1,272,358,0.087
"416",1,527,674,0.148
"420",-1,26,107,0.082
"424",0,0,0,0
"428",0,0,0,0
"432",0,0,0,0
"436",0,0,0,0
"440",-1,112,395,0.284
"440",1,562,697,0.136
"444",0,0,0,0
"448",0,0,0,0
"452",1,540,840,0.301
"456",0,0,0,0
"460",1,478,827,0.35
"464",0,0,0,0
"468",0,0,0,0
"472",0,0,0,0
"476",1,601,738,0.138
"480",1,417,850,0.434
"484",0,0,0,0
"488",1,475,848,0.374
"492",1,614,961,0.348
"496",0,0,0,0
"500",1,482,799,0.318
"504",0,0,0,0
"508",0,0,0,0
"512",1,528,645,0.118
"516",1,510,771,0.262
"520",0,0,0,0
"524",0,0,0,0
"528",0,0,0,0
"532",0,0,0,0
"536",1,339,744,0.406
"540",0,0,0,0
"544",1,534,856,0.323
"548",1,35,776,0.742
"552",0,0,0,0
"556",0,0,0,0
"560",1,537,780,0.244
"564",1,480,761,0.282
"568",0,0,0,0
"572",0,0,0,0
"576",0,0,0,0
"580",1,510,780,0.271
"584",1,550,815,0.266
"588",-1,118,329,0.212
"592",0,0,0,0
"596",0,0,0,0
"600",1,560,685,0.126
"604",0,0,0,0
"608",0,0,0,0
"612",0,0,0,0
"616",0,0,0,0
"620",0,0,0,0
"624",1,368,687,0.32
"628",0,0,0,0
"632",0,0,0,0
"636",0,0,0,0
"640",0,0,0,0
"644",1,487,738,0.252
"648",1,540,758,0.219
"652",0,0,0,0
"656",0,0,0,0
"660",1,417,759,0.343
"664",0,0,0,0
"668",0,0,0,0
"672",0,0,0,0
"676",0,0,0,0
"680",0,0,0,0
"684",1,365,826,0.462
"688",0,0,0,0
"692",1,422,820,0.399
"696",1,520,819,0.3
"700",1,444,713,0.27
"704",1,602,707,0.106
"708",1,429,704,0.276
"712",0,0,0,0
"716",0,0,0,0
"720",1,456,732,0.277
"724",0,0,0,0
"728",0,0,0,0
"732",1,488,754,0.267
"736",1,604,960,0.357
"740",1,508,788,0.281
"744",0,0,0,0
"748",0,0,0,0
"752",1,529,690,0.162
"756",0,0,0,0
"760",1,421,698,0.278
"764",0,0,0,0
"768",0,0,0,0
"772",0,0,0,0
"776",0,0,0,0
"780",1,430,797,0.368
"784",0,0,0,0
"788",0,0,0,0
"792",1,297,651,0.355
"796",1,544,667,0.124
"800",0,0,0,0
"804",1,565,870,0.306
"808",0,0,0,0
"812",1,415,750,0.336
"816",0,0,0,0
"820",0,0,0,0
"824",1,424,737,0.314
"828",0,0,0,0
"832",0,0,0,0
"836",1,540,716,0.177
"840",0,0,0,0
"844",1,639,760,0.122
"848",1,453,660,0.208
"852",0,0,0,0
"856",0,0,0,0
"860",0,0,0,0
"864",1,544,785,0.242
"868",0,0,0,0
"872",0,0,0,0
"876",1,568,745,0.178
"880",0,0,0,0
"884",0,0,0,0
"888",0,0,0,0
"892",1,486,642,0.157
"896",1,598,721,0.124
"900",0,0,0,0
"904",1,502,773,0.272
"908",0,0,0,0
"912",1,414,774,0.361
"916",1,599,723,0.125
"920",0,0,0,0
"924",0,0,0,0
"928",0,0,0,0
"932",1,523,804,0.282
"936",0,0,0,0
"940",0,0,0,0
"944",0,0,0,0
"948",0,0,0,0
"952",0,0,0,0
"956",0,0,0,0
"960",0,0,0,0
"964",0,0,0,0
"968",1,501,785,0.285
"972",0,0,0,0
"976",0,0,0,0
"980",1,486,696,0.211
"984",0,0,0,0
"988",0,0,0,0
"992",1,513,650,0.138
"996",1,593,810,0.218
"1000",0,0,0,0
"1004",0,0,0,0
"1008",1,516,742,0.227
"1012",1,405,965,0.561
"1016",1,476,759,0.284
"1020",1,446,813,0.368
"1024",1,432,796,0.365
"1028",1,412,701,0.29
"1032",1,493,764,0.272
"1036",0,0,0,0
"1040",0,0,0,0
"1044",0,0,0,0
"1048",1,524,694,0.171
"1052",0,0,0,0
"1056",1,241,321,0.081
"1056",-1,406,455,0.05
"1056",1,593,659,0.067
"1060",0,0,0,0
"1064",0,0,0,0
"1068",0,0,0,0
"1072",0,0,0,0
"1076",0,0,0,0
"1080",0,0,0,0
"1084",0,0,0,0
"1088",0,0,0,0
"1092",1,426,744,0.319
"1096",1,545,851,0.307
"1100",1,413,748,0.336
"1104",0,0,0,0
"1108",0,0,0,0
"1112",1,456,749,0.294
"1116",0,0,0,0
"1120",0,0,0,0
"1124",0,0,0,0
"1128",1,356,796,0.441
"1132",-1,885,973,0.089
"1136",1,544,761,0.218
"1140",0,0,0,0
"1144",1,528,764,0.237
"1148",0,0,0,0
"1152",0,0,0,0
"1156",0,0,0,0
"1160",0,0,0,0
"1164",1,33,90,0.058
"1164",-1,198,298,0.101
"1164",1,507,684,0.178
"1168",1,486,753,0.268
"1172",0,0,0,0
"1176",1,479,687,0.209
"1176",-1,888,974,0.087
"1180",0,0,0,0
"1184",0,0,0,0
"1188",1,522,675,0.154
"1192",1,412,711,0.3
"1196",0,0,0,0
"1200",0,0,0,0
"1204",0,0,0,0
"1208",0,0,0,0
"1212",1,536,760,0.225
"1216",1,352,808,0.457
"1220",0,0,0,0
"1224",1,437,745,0.309
"1228",0,0,0,0
"1232",0,0,0,0
"1236",0,0,0,0
"1240",1,310,747,0.438
"1240",-1,929,968,0.04
"1244",1,565,689,0.125
"1248",1,611,818,0.208
"1252",1,444,674,0.231
"1256",0,0,0,0
"1260",1,483,731,0.249
"1264",0,0,0,0
"1268",0,0,0,0
"1272",1,367,815,0.449
"1276",0,0,0,0
"1280",0,0,0,0
"1284",0,0,0,0
"1288",1,594,755,0.162
"1292",0,0,0,0
"1296",0,0,0,0
"1300",1,610,845,0.236
"1304",0,0,0,0
"1308",0,0,0,0
"1312",0,0,0,0
"1316",0,0,0,0
"1320",1,192,811,0.62
"1324",-1,160,417,0.258
"1324",1,576,783,0.208
"1328",1,382,699,0.318
"1332",1,558,752,0.195
"1336",1,480,767,0.288
"1340",0,0,0,0
"1344",1,446,753,0.308
"1348",0,0,0,0
"1352",1,429,758,0.33
"1356",0,0,0,0
"1360",0,0,0,0
"1364",1,503,739,0.237
"1364",-1,898,981,0.084
"1368",1,452,713,0.262
"1372",0,0,0,0
"1376",1,428,749,0.322
"1380",1,553,809,0.257
"1384",0,0,0,0
"1388",0,0,0,0
"1392",0,0,0,0
"1396",0,0,0,0
"1400",1,471,758,0.288
"1404",0,0,0,0
"1408",-1,38,290,0.253
"1408",1,322,755,0.434
"1412",0,0,0,0
"1416",1,486,663,0.178
"1420",0,0,0,0
"1424",0,0,0,0
"1428",0,0,0,0
"1432",1,592,795,0.204
"1436",0,0,0,0
"1440",0,0,0,0
"1444",0,0,0,0
"1448",0,0,0,0
"1452",0,0,0,0
"1456",0,0,0,0
"1460",0,0,0,0
"1464",1,405,722,0.318
"1468",1,567,832,0.266
"1472",1,360,681,0.322
"1476",0,0,0,0
"1480",1,479,811,0.333
"1484",0,0,0,0
"1488",1,500,743,0.244
"1488",-1,900,975,0.076
"1492",1,537,735,0.199
"1496",1,613,792,0.18
"1500",1,499,725,0.227
"1500",-1,865,925,0.061
"1504",1,521,786,0.266
"1508",0,0,0,0
"1512",0,0,0,0
"1516",0,0,0,0
"1520",0,0,0,0
"1524",0,0,0,0
"1528",0,0,0,0
"1532",0,0,0,0
"1536",0,0,0,0
"1540",1,481,694,0.214
"1544",0,0,0,0
"1548",0,0,0,0
"1552",1,415,842,0.428
"1556",0,0,0,0
"1560",1,551,770,0.22
"1560",-1,923,977,0.055
"1564",1,189,678,0.49
"1568",1,513,766,0.254
"1572",1,468,743,0.276
"1576",0,0,0,0
"1580",1,510,758,0.249
"1584",1,462,780,0.319
"1588",1,414,752,0.339
"1592",1,469,763,0.295
"1596",0,0,0,0
"1600",0,0,0,0
"1604",-1,76,278,0.203
"1604",1,441,765,0.325
"1608",1,481,720,0.24
"1612",1,553,782,0.23
"1616",0,0,0,0
"1620",-1,86,265,0.18
"1620",1,477,693,0.217
"1624",1,102,192,0.091
"1624",-1,237,381,0.145
"1624",1,482,743,0.262
"1628",1,465,714,0.25
"1632",0,0,0,0
"1636",0,0,0,0
"1640",0,0,0,0
"1644",1,671,960,0.29
"1648",1,555,695,0.141
"1652",0,0,0,0
"1656",0,0,0,0
"1660",1,310,681,0.372
"1664",0,0,0,0
"1668",0,0,0,0
"1672",0,0,0,0
"1676",0,0,0,0
"1680",0,0,0,0
"1684",1,624,804,0.181
"1688",0,0,0,0
"1692",1,546,690,0.145
"1696",0,0,0,0
"1700",1,499,756,0.258
"1704",0,0,0,0
"1708",0,0,0,0
"1712",0,0,0,0
"1716",0,0,0,0
"1720",0,0,0,0
"1724",1,641,695,0.055
"1724",-1,815,871,0.057
"1728",1,402,634,0.233
"1732",1,489,715,0.227
"1736",0,0,0,0
"1740",0,0,0,0
"1744",0,0,0,0
"1748",0,0,0,0
"1752",0,0,0,0
"1756",1,352,763,0.412
"1760",1,382,811,0.43
"1764",0,0,0,0
"1768",1,525,647,0.123
"1772",-1,890,969,0.08
"1776",1,492,741,0.25
"1776",-1,855,963,0.109
"1780",0,0,0,0
"1784",0,0,0,0
"1788",0,0,0,0
"1792",0,0,0,0
"1796",0,0,0,0
"1800",1,428,756,0.329
"1804",1,533,754,0.222
"1808",1,536,704,0.169
"1812",1,476,716,0.241
"1816",0,0,0,0
"1820",0,0,0,0
"1824",1,481,765,0.285
"1828",1,483,826,0.344
"1832",0,0,0,0
"1836",0,0,0,0
"1840",1,560,866,0.307
"1840",-1,934,974,0.041
"1844",0,0,0,0
"1848",0,0,0,0
"1852",1,381,819,0.439
"1856",0,0,0,0
"1860",0,0,0,0
"1864",0,0,0,0
"1868",0,0,0,0
"1872",0,0,0,0
"1876",1,505,757,0.253
"1880",0,0,0,0
"1884",1,385,683,0.299
"1888",0,0,0,0
"1892",0,0,0,0
